Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR10803354,2020-02-04 22:21:10,2019-12-30 08:32:00,351392,86408885,0,245,59,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/10803/SRR10803354/SRR10803354.lite.1,SRX7477144,mid18,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP239048,PRJNA596613,,596613,SRS5920774,SAMN13698572,simple,1447863,clinical metagenome,mid18,,,,,,,no,,,,,"MANIPAL SCHOOL OF LIFE SCIENCES, MANIPAL ACADEMY OF HIGHER EDUCATION",SRA1017661,,public,1D1F75102BC7933A14E3C75574F72D47,00B19B368FFF8426628B1E3EF34B2392
SRR10803353,2020-02-04 22:21:11,2019-12-30 08:31:52,79248,20067960,0,253,13,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/10803/SRR10803353/SRR10803353.lite.1,SRX7477145,mid19,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP239048,PRJNA596613,,596613,SRS5920775,SAMN13698573,simple,1447863,clinical metagenome,mid19,,,,,,,no,,,,,"MANIPAL SCHOOL OF LIFE SCIENCES, MANIPAL ACADEMY OF HIGHER EDUCATION",SRA1017661,,public,55E0B58168B1A62D0367876B82CE9A7A,C27E104219B3609728BE1975A0645643
SRR10803362,2020-02-04 22:21:10,2019-12-30 08:32:20,274016,55338711,0,201,41,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/10803/SRR10803362/SRR10803362.lite.1,SRX7477136,mid120,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP239048,PRJNA596613,,596613,SRS5920766,SAMN13698674,simple,1447863,clinical metagenome,mid120,,,,,,,no,,,,,"MANIPAL SCHOOL OF LIFE SCIENCES, MANIPAL ACADEMY OF HIGHER EDUCATION",SRA1017661,,public,6AB7B8177B8AB21097C8E988BBB2DD4C,EA5F70D078DD5EFE48D1590E520E5BF5
SRR10803361,2020-02-04 22:21:10,2019-12-30 08:32:38,766405,185042405,0,241,128,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10803/SRR10803361/SRR10803361.lite.1,SRX7477137,mid13,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP239048,PRJNA596613,,596613,SRS5920767,SAMN13698567,simple,1447863,clinical metagenome,mid13,,,,,,,no,,,,,"MANIPAL SCHOOL OF LIFE SCIENCES, MANIPAL ACADEMY OF HIGHER EDUCATION",SRA1017661,,public,D550E6DE880437246C68DA92A1412173,5A5BC4935D9955C137D15039131284FB
SRR10803360,2020-02-04 22:21:10,2019-12-30 08:32:22,483186,118018111,0,244,80,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10803/SRR10803360/SRR10803360.lite.1,SRX7477138,mid121,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP239048,PRJNA596613,,596613,SRS5920768,SAMN13698675,simple,1447863,clinical metagenome,mid121,,,,,,,no,,,,,"MANIPAL SCHOOL OF LIFE SCIENCES, MANIPAL ACADEMY OF HIGHER EDUCATION",SRA1017661,,public,05888127480D1447BB1C73586B120238,5D6FB88336CE6B4645D9A11670A62BB0
SRR10803359,2020-02-04 22:21:10,2019-12-30 08:32:22,553845,129088270,0,233,88,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10803/SRR10803359/SRR10803359.lite.1,SRX7477139,mid122,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP239048,PRJNA596613,,596613,SRS5920769,SAMN13698676,simple,1447863,clinical metagenome,mid122,,,,,,,no,,,,,"MANIPAL SCHOOL OF LIFE SCIENCES, MANIPAL ACADEMY OF HIGHER EDUCATION",SRA1017661,,public,62605287E8B1E27F4DF743BEC8E1D38A,273BF1C5A35C8A653D74CF0950B7FB8E
SRR10803358,2020-02-04 22:21:10,2019-12-30 08:32:15,436288,99095387,0,227,68,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/10803/SRR10803358/SRR10803358.lite.1,SRX7477140,mid14,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP239048,PRJNA596613,,596613,SRS5920770,SAMN13698568,simple,1447863,clinical metagenome,mid14,,,,,,,no,,,,,"MANIPAL SCHOOL OF LIFE SCIENCES, MANIPAL ACADEMY OF HIGHER EDUCATION",SRA1017661,,public,4734F1824688989AB9F77AF4844BAC81,1CB68FE407071CF761CAFD3FF9DBD37D
SRR10803367,2020-02-04 22:21:10,2019-12-30 08:32:30,252394,51261343,0,203,38,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10803/SRR10803367/SRR10803367.lite.1,SRX7477131,mid115,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP239048,PRJNA596613,,596613,SRS5920761,SAMN13698669,simple,1447863,clinical metagenome,mid115,,,,,,,no,,,,,"MANIPAL SCHOOL OF LIFE SCIENCES, MANIPAL ACADEMY OF HIGHER EDUCATION",SRA1017661,,public,9E40E893AD6F3822DE4AD7E5C28F546D,1DBB4D59D312BCE609C36D3C8A6E9879
SRR10803366,2020-02-04 22:21:10,2019-12-30 08:32:25,128134,25957706,0,202,19,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10803/SRR10803366/SRR10803366.lite.1,SRX7477132,mid116,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP239048,PRJNA596613,,596613,SRS5920762,SAMN13698670,simple,1447863,clinical metagenome,mid116,,,,,,,no,,,,,"MANIPAL SCHOOL OF LIFE SCIENCES, MANIPAL ACADEMY OF HIGHER EDUCATION",SRA1017661,,public,FAD9BFB762CC9F0FE8D1D285AF88BEB1,0FF50B7B10EA1429FB0E86192613B678
SRR10803365,2020-02-04 22:21:10,2019-12-30 08:32:25,233975,45460269,0,194,34,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10803/SRR10803365/SRR10803365.lite.1,SRX7477133,mid117,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP239048,PRJNA596613,,596613,SRS5920763,SAMN13698671,simple,1447863,clinical metagenome,mid117,,,,,,,no,,,,,"MANIPAL SCHOOL OF LIFE SCIENCES, MANIPAL ACADEMY OF HIGHER EDUCATION",SRA1017661,,public,18431670720BDD71F7244333E5798186,DB7C7A86B718BE97C4CA83CC8FBA0E6C
SRR10803364,2020-02-04 22:21:10,2019-12-30 08:32:23,214450,43496147,0,202,32,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10803/SRR10803364/SRR10803364.lite.1,SRX7477134,mid118,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP239048,PRJNA596613,,596613,SRS5920764,SAMN13698672,simple,1447863,clinical metagenome,mid118,,,,,,,no,,,,,"MANIPAL SCHOOL OF LIFE SCIENCES, MANIPAL ACADEMY OF HIGHER EDUCATION",SRA1017661,,public,58812F5E7E46ECADC5783AEF1295C96F,B63A5C009E3FA4C0C29E0F906E34861E
SRR10803363,2020-02-04 22:21:10,2019-12-30 08:32:16,187293,36129213,0,192,27,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/10803/SRR10803363/SRR10803363.lite.1,SRX7477135,mid119,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP239048,PRJNA596613,,596613,SRS5920765,SAMN13698673,simple,1447863,clinical metagenome,mid119,,,,,,,no,,,,,"MANIPAL SCHOOL OF LIFE SCIENCES, MANIPAL ACADEMY OF HIGHER EDUCATION",SRA1017661,,public,460ACFD92980864AB8156A49851CF292,E5C66A24DCE76FFBDAF9E6028704660D
SRR10803369,2020-02-04 22:21:11,2019-12-30 08:32:31,249311,47113657,0,188,35,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10803/SRR10803369/SRR10803369.lite.1,SRX7477129,mid1,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP239048,PRJNA596613,,596613,SRS5920759,SAMN13698555,simple,1447863,clinical metagenome,mid1,,,,,,,no,,,,,"MANIPAL SCHOOL OF LIFE SCIENCES, MANIPAL ACADEMY OF HIGHER EDUCATION",SRA1017661,,public,7CB93C88A821237681FF547000B05A4F,D54CB734D57DF48BA0F805C3D9887278
SRR10803368,2020-02-04 22:21:10,2019-12-30 08:32:28,153842,29367865,0,190,22,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10803/SRR10803368/SRR10803368.lite.1,SRX7477130,mid2,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP239048,PRJNA596613,,596613,SRS5920760,SAMN13698556,simple,1447863,clinical metagenome,mid2,,,,,,,no,,,,,"MANIPAL SCHOOL OF LIFE SCIENCES, MANIPAL ACADEMY OF HIGHER EDUCATION",SRA1017661,,public,1FC4219DAAB8559617A25FFC046C13FD,6DCA4F163FB3D719629FE5D0516F7323
